Rk,Player,Age,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Pos,-
96,Ruben Aguilar,31,16,1124,12.5,13,3,3,1,2,3,1,0,0,0,0.8,0.8,1.9,2.7,1.4,2.7,+0.2,+0.2,+0.1,0.07,11,0.09,0.33,3,27.3,16.0,0,11,0.09,0.33,3,27.3,16.0,0,677,843,80.3,11,44,21,6,74,9523,4115,430,487,88.3,184,238,77.3,34,54,63.0,26,24,0,0,2,0,0,5,4,0,0,1,0,0,518,2371,1309,32,21,5,19,6,612,101,612,101,518,2371,1309,32,21,5,19,6,996,27,253,430,320,30,996,DFMF,3dd738a1
97,Brandon Aguilera,21,25,1378,15.3,15,10,1,3,1,4,3,0,0,0,1.4,1.4,2.2,3.6,1.6,3.6,+1.6,+1.6,-1.2,0.06,23,0.13,0.50,6,26.1,22.4,4,23,0.13,0.50,6,26.1,22.4,4,495,683,72.5,24,74,13,4,72,9460,2776,191,234,81.6,211,258,81.8,77,141,54.6,43,26,11,3,0,2,1,3,2,1,0,0,0,0,493,2431,1202,26,19,2,39,27,551,44,551,44,493,2431,1202,26,19,2,39,27,848,13,156,454,252,18,848,MFFW,938fa024
98,Eduardo Aguirre,25,30,2195,24.4,25,5,1,8,3,11,8,0,0,0,6.7,6.7,2.3,9.0,1.4,9.0,+1.3,+1.3,+0.7,0.11,59,0.14,0.38,21,35.6,17.5,1,59,0.14,0.38,21,35.6,17.5,1,316,461,68.5,16,28,9,0,47,4586,1252,177,235,75.3,92,126,73.0,23,37,62.2,57,34,3,3,6,9,2,8,4,1,0,1,2,0,411,1884,626,19,24,3,73,54,523,113,523,113,411,1884,626,19,24,3,73,54,717,23,56,293,375,80,717,FWMF,61088de3
99,Érick Aguirre,27,15,938,10.4,13,2,9,0,2,2,0,0,0,0,0.3,0.3,1.2,1.5,1.1,1.5,-0.3,-0.3,+0.8,0.11,3,0.00,0.00,1,33.3,14.0,0,3,0.00,0.00,1,33.3,14.0,0,510,640,79.7,11,48,12,8,48,8555,3044,233,263,88.6,223,268,83.2,44,76,57.9,20,15,2,1,0,0,2,4,3,1,0,0,0,0,387,1691,769,21,13,7,10,3,453,67,453,67,387,1691,769,21,13,7,10,3,749,29,174,357,220,12,749,DF,06dddd9e
100,Gaddi Aguirre,28,22,1056,11.7,12,10,11,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.3,0.3,-0.2,-0.2,-0.1,0.03,8,0.00,0.00,1,12.5,18.0,0,8,0.00,0.00,1,12.5,18.0,0,424,565,75.0,1,21,2,1,26,8398,3777,159,179,88.8,203,248,81.9,57,118,48.3,8,6,1,0,1,0,0,0,0,0,0,0,0,0,311,1473,735,6,3,0,8,1,356,8,356,8,311,1473,735,6,3,0,8,1,722,94,354,303,69,10,722,DF,a566d3a2
101,Jorge Aguirre,24,31,1354,15.0,16,15,0,3,2,5,3,0,0,0,3.6,3.6,2.1,5.7,1.0,5.7,-0.6,-0.6,-0.1,0.13,28,0.11,0.43,7,25.0,16.1,0,28,0.11,0.43,7,25.0,16.1,0,209,297,70.4,12,24,6,1,23,3131,503,120,162,74.1,57,80,71.3,19,23,82.6,19,15,0,2,2,0,0,2,2,0,0,0,0,0,287,1179,275,5,10,5,64,32,369,67,369,67,287,1179,275,5,10,5,64,32,477,9,38,257,186,46,477,FW,15e09605
102,Rodrigo Aguirre,29,19,881,9.8,8,11,2,8,1,9,8,0,0,0,4.3,4.3,0.6,4.9,0.5,4.9,+3.7,+3.7,+0.4,0.12,35,0.23,0.42,19,54.3,14.7,0,35,0.23,0.42,19,54.3,14.7,0,123,185,66.5,7,14,6,0,16,1890,360,54,74,73.0,51,75,68.0,7,13,53.8,19,13,0,4,1,1,0,4,3,0,1,0,0,0,192,1136,440,15,7,8,40,20,229,51,229,51,192,1136,440,15,7,8,40,20,338,9,33,146,164,50,338,FWMF,b5691f5d
103,Jorge Agustín Rodríguez,28,29,2386,26.5,28,1,2,1,0,1,1,0,0,0,0.5,0.5,1.1,1.6,1.1,1.6,+0.5,+0.5,-1.1,0.03,17,0.06,0.50,2,11.8,24.9,0,17,0.06,0.50,2,11.8,24.9,0,1346,1555,86.6,20,175,9,1,153,25239,8469,545,605,90.1,630,688,91.6,154,216,71.3,41,37,0,0,1,1,2,2,2,0,0,0,0,0,957,3201,1322,3,12,0,13,8,1199,22,1199,22,957,3201,1322,3,12,0,13,8,1849,129,523,1145,187,15,1849,MFDF,ac30468d
104,Enock Agyei,19,3,58,0.6,0,3,9,0,0,0,0,0,0,0,0.1,0.1,0.0,,0.1,0.1,-0.1,-0.1,0.0,0.03,2,0.00,,0,0.0,19.8,0,2,0.00,,0,0.0,19.8,0,22,29,75.9,1,3,2,0,5,362,99,11,11,100.0,8,11,72.7,2,4,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,241,132,8,3,3,2,1,31,12,31,12,28,241,132,8,3,3,2,1,44,0,5,17,22,4,44,FW,a1dd3b81
105,Lawrence Agyekum,20,34,2274,25.3,26,8,1,1,0,1,1,0,0,0,1.9,1.9,1.8,3.6,2.5,3.8,-1.9,-1.9,-1.8,0.06,31,0.00,0.00,7,22.6,21.4,0,31,0.00,0.00,7,22.6,21.4,0,505,765,66.0,17,63,21,2,78,8008,2370,239,321,74.5,217,296,73.3,32,88,36.4,60,34,0,6,10,7,3,2,1,0,0,0,1,0,583,3532,1404,28,40,3,62,40,495,55,495,55,583,3532,1404,28,40,3,62,40,1138,36,172,630,358,33,1138,MF,414d77f9
106,Naouirou Ahamada,22,5,76,0.8,0,5,12,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,28.2,0,1,0.00,,0,0.0,28.2,0,17,22,77.3,0,2,0,0,1,266,33,8,11,72.7,9,9,100.0,0,2,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,131,55,2,1,0,1,1,17,1,17,1,16,131,55,2,1,0,1,1,31,1,12,16,3,0,31,MF,a6c58494
107,Nnamdi Ahanonu,22,3,181,2.0,2,1,3,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,-0.6,-0.6,0.0,0.10,6,0.00,0.00,2,33.3,15.0,0,6,0.00,0.00,2,33.3,15.0,0,21,24,87.5,0,2,0,0,1,266,32,11,12,91.7,6,7,85.7,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,219,61,2,5,0,2,3,38,9,38,9,31,219,61,2,5,0,2,3,47,1,8,14,26,8,47,MFFW,864cbb5a
108,Honest Ahanor,16,6,270,3.0,3,3,13,0,0,0,0,0,0,0,0.5,0.5,0.1,,0.1,0.6,-0.5,-0.5,-0.1,0.17,3,0.00,0.00,1,33.3,10.5,0,3,0.00,0.00,1,33.3,10.5,0,51,76,67.1,2,0,0,0,3,868,299,24,32,75.0,24,34,70.6,3,7,42.9,5,3,0,0,0,1,1,0,0,0,0,0,0,0,52,282,119,3,1,0,7,2,50,7,50,7,52,282,119,3,1,0,7,2,106,8,27,43,38,7,106,DF,42ff58c3
109,Erik Ahlstrand,22,6,44,0.5,0,6,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,10,13,76.9,0,1,0,0,1,125,21,7,7,100.0,2,4,50.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,26,1,2,0,3,0,14,3,14,3,12,68,26,1,2,0,3,0,22,0,2,10,10,2,22,FWMF,f6b692c0
110,Amar Ahmed,20,22,703,7.8,5,17,4,1,0,1,1,0,0,0,0.7,0.7,0.9,,1.4,1.7,+0.3,+0.3,-0.9,0.05,14,0.07,0.20,5,35.7,18.7,0,14,0.07,0.20,5,35.7,18.7,0,180,255,70.6,18,10,8,0,21,2772,843,91,105,86.7,60,87,69.0,14,33,42.4,27,15,8,3,0,1,0,0,0,0,0,0,0,0,212,1733,958,35,22,14,22,13,233,55,233,55,212,1733,958,35,22,14,22,13,367,10,59,129,186,31,367,MF,22396615
111,Isaiah Ahmed,18,1,9,0.1,0,1,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,0,0,0,0,38,0,1,1,100.0,1,2,50.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,12,0,0,0,0,0,3,0,3,0,3,23,12,0,0,0,0,0,5,0,2,3,0,0,5,MF,f0f32aff
112,Anel Ahmedhodžić,25,39,3226,35.8,36,3,1,3,1,4,3,0,0,0,2.3,2.3,1.3,,0.8,3.6,+0.7,+0.7,-0.3,0.19,12,0.25,0.75,4,33.3,9.3,0,12,0.25,0.75,4,33.3,9.3,0,1617,1802,89.7,13,91,9,2,88,28771,8771,623,660,94.4,865,919,94.1,103,180,57.2,23,19,0,1,2,0,1,0,0,0,0,0,0,0,1254,7678,4774,39,24,2,22,12,1443,8,1443,8,1254,7678,4774,39,24,2,22,12,2161,214,1086,988,103,24,2161,DF,eab957a3
113,Jean-Eudes Aholou,30,29,2033,22.6,27,2,2,2,0,2,2,0,0,0,1.8,1.8,1.0,,0.7,2.8,+0.2,+0.2,-1.0,0.07,27,0.07,0.29,7,25.9,18.2,0,27,0.07,0.29,7,25.9,18.2,0,644,764,84.3,10,46,7,0,68,10183,2687,320,361,88.6,287,322,89.1,21,47,44.7,33,21,0,2,4,3,3,1,0,0,0,0,1,0,495,2116,987,15,8,2,32,15,615,16,615,16,495,2116,987,15,8,2,32,15,1032,45,259,615,167,34,1032,MF,48b28bfd
114,Matheus Aiás,27,6,337,3.7,4,2,0,4,0,4,4,0,0,0,2.4,2.4,0.5,2.9,0.3,2.9,+1.6,+1.6,-0.5,0.17,14,0.29,0.44,9,64.3,14.7,0,14,0.29,0.44,9,64.3,14.7,0,67,92,72.8,8,2,3,0,9,1133,155,32,40,80.0,21,28,75.0,9,11,81.8,13,11,0,1,0,0,1,1,0,0,1,0,0,0,74,379,179,6,5,2,11,8,101,22,101,22,74,379,179,6,5,2,11,8,141,5,13,63,69,25,141,FW,3ac4ee49
115,Joseph Aidoo,28,11,744,8.3,8,3,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.04,2,0.00,,0,0.0,10.3,0,2,0.00,,0,0.0,10.3,0,343,385,89.1,0,9,2,0,15,7170,2599,81,88,92.0,220,231,95.2,41,63,65.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,266,1257,686,1,0,0,0,2,326,0,326,0,266,1257,686,1,0,0,0,2,439,61,269,172,2,1,439,DF,18abe173
116,Ayman Aiki,19,12,334,3.7,2,10,6,0,0,0,0,0,0,0,0.1,0.1,0.0,,0.0,0.1,-0.1,-0.1,0.0,0.03,7,0.00,0.00,2,28.6,23.5,0,7,0.00,0.00,2,28.6,23.5,0,17,29,58.6,1,2,1,0,5,234,93,12,17,70.6,4,7,57.1,1,3,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,169,95,4,2,1,5,7,37,8,37,8,33,169,95,4,2,1,5,7,48,1,10,20,19,2,48,FW,8399c416
117,Makan Aiko,23,22,1179,13.1,13,9,0,1,0,1,1,0,0,0,4.0,4.0,0.9,4.9,1.0,4.9,-3.0,-3.0,-0.9,0.17,24,0.04,0.17,6,25.0,13.6,0,24,0.04,0.17,6,25.0,13.6,0,92,153,60.1,9,5,1,0,6,1117,178,63,88,71.6,18,40,45.0,3,6,50.0,22,13,0,0,2,7,0,2,0,0,0,1,1,0,182,1148,547,22,11,12,41,16,196,59,196,59,182,1148,547,22,11,12,41,16,299,6,26,120,158,47,299,FW,ebb157c8
118,Ola Aina,27,37,3235,35.9,37,0,0,2,1,3,2,0,0,0,0.6,0.6,1.4,,2.2,2.1,+1.4,+1.4,-0.4,0.06,13,0.15,1.00,2,15.4,26.1,0,13,0.15,1.00,2,15.4,26.1,0,994,1352,73.5,16,85,23,11,107,15371,6297,530,598,88.6,374,502,74.5,57,166,34.3,62,49,5,3,1,3,1,4,3,0,0,0,0,1,749,4798,2787,67,46,10,44,22,823,67,823,67,749,4798,2787,67,46,10,44,22,1708,156,613,717,409,22,1708,DF,246d153b
119,Rayan Aït-Nouri,23,41,3387,37.6,40,1,0,5,7,12,5,0,0,0,2.7,2.7,5.5,8.2,4.0,8.2,+1.3,+1.3,+1.5,0.08,38,0.13,0.42,12,31.6,14.9,0,38,0.13,0.42,12,31.6,14.9,0,1449,1721,84.2,46,77,30,10,108,19837,5926,897,959,93.5,435,499,87.2,48,118,40.7,91,56,15,8,7,4,1,12,10,1,0,0,0,1,1129,6166,3205,89,62,28,52,47,1321,176,1321,176,1129,6166,3205,89,62,28,52,47,2148,96,577,916,685,96,2148,DF,9b398aea
120,Emanuel Aiwum,23,33,2772,30.8,31,2,4,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,13,0.08,0.20,5,38.5,15.5,0,13,0.08,0.20,5,38.5,15.5,0,173,208,83.2,0,6,0,0,8,3230,1176,63,69,91.3,95,102,93.1,12,30,40.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161,562,225,0,0,0,2,0,164,1,164,1,161,562,225,0,0,0,2,0,281,49,195,81,6,1,281,DF,d810c13b
121,Junior Ajayi,19,2,13,0.1,0,2,25,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,4,100.0,0,0,0,0,1,74,18,1,1,100.0,3,3,100.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,7,0,0,0,1,0,5,0,5,0,5,25,7,0,0,0,1,0,5,0,0,3,2,0,5,FW,cab600a8
122,Oyindamola Ajayi,18,1,10,0.1,0,1,11,1,0,1,1,0,0,0,0.1,0.1,0.0,,0.0,0.1,+0.9,+0.9,0.0,0.12,1,1.00,1.00,1,100.0,17.7,0,1,1.00,1.00,1,100.0,17.7,0,5,5,100.0,1,0,1,0,2,61,15,4,4,100.0,1,1,100.0,0,0,,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,28,16,1,0,1,0,0,5,1,5,1,4,28,16,1,0,1,0,0,6,0,1,1,4,1,6,FW,d3a6f5a3
123,Semi Ajayi,30,15,1228,13.6,14,1,2,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,0.1,0.5,-0.4,-0.4,0.0,0.09,5,0.00,0.00,1,20.0,9.8,0,5,0.00,0.00,1,20.0,9.8,0,707,822,86.0,1,62,1,0,51,14332,4612,195,223,87.4,432,463,93.3,76,118,64.4,11,10,0,0,1,0,0,0,0,0,0,0,0,0,545,2679,1669,9,12,0,5,4,665,1,665,1,545,2679,1669,9,12,0,5,4,925,75,455,437,37,9,925,DF,d6192210
124,Kristoffer Ajer,26,25,1528,17.0,18,7,2,0,0,0,0,0,0,0,1.0,1.0,1.2,,0.5,2.2,-1.0,-1.0,-1.2,0.11,9,0.00,0.00,3,33.3,9.5,0,9,0.00,0.00,3,33.3,9.5,0,504,644,78.3,8,44,7,4,56,7868,2831,260,299,87.0,199,248,80.2,27,54,50.0,18,15,0,1,2,0,0,2,2,0,0,0,0,0,387,2098,1180,27,11,2,15,12,491,44,491,44,387,2098,1180,27,11,2,15,12,795,53,265,368,168,38,795,MF,a8c0acb7
125,Ludovic Ajorque,30,43,3355,37.3,39,4,1,14,4,18,14,0,1,1,11.1,10.3,5.2,,3.6,15.5,+1.9,+2.7,-1.2,0.16,71,0.20,0.45,31,43.7,12.8,0,71,0.20,0.45,31,43.7,12.8,0,579,834,69.4,49,37,17,2,51,8832,1293,318,445,71.5,186,250,74.4,46,59,78.0,83,68,0,4,6,3,2,10,5,0,1,3,1,0,487,1592,532,13,12,4,69,13,807,159,807,159,487,1592,532,13,12,4,69,13,1123,35,91,539,498,158,1122,FW,462475ed
126,Manuel Akanji,29,37,2883,32.0,33,4,6,0,1,1,0,0,0,0,1.8,1.8,1.0,,2.2,2.8,-1.8,-1.8,0.0,0.10,20,0.00,0.00,2,10.0,13.7,0,20,0.00,0.00,2,10.0,13.7,0,2246,2392,93.9,13,251,14,2,227,37048,10749,1076,1125,95.6,1048,1096,95.6,103,140,73.6,50,49,0,1,0,0,0,5,5,0,0,0,0,0,1728,9741,6039,62,90,1,8,5,2021,9,2021,9,1728,9741,6039,62,90,1,8,5,2578,146,715,1337,530,27,2578,DF,89ac64a6
127,Samet Akaydın,30,21,1510,16.8,19,2,9,2,0,2,2,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,9,0.22,0.50,4,44.4,,0,9,0.22,0.50,4,44.4,,0,71,83,85.5,1,2,0,0,4,1275,331,25,27,92.6,44,48,91.7,2,6,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,253,130,0,0,0,1,0,62,0,62,0,62,253,130,0,0,0,1,0,101,9,58,43,1,0,101,DF,7328bee5
128,Yusuf Akçiçek,18,16,944,10.5,11,5,18,1,1,2,1,0,0,0,0.6,0.6,0.4,1.0,0.1,1.0,+0.4,+0.4,+0.6,0.11,5,0.20,0.33,3,60.0,10.9,0,5,0.20,0.33,3,60.0,10.9,0,249,294,84.7,1,23,1,0,28,4523,1955,106,112,94.6,122,136,89.7,19,37,51.4,5,3,0,0,2,0,0,1,0,0,0,1,0,0,205,840,414,2,2,0,2,3,232,2,232,2,205,840,414,2,2,0,2,3,354,31,156,184,17,4,354,DF,879aca3f
129,Ümit Akdag,20,12,694,7.7,9,3,24,0,0,0,0,0,0,0,0.1,0.1,0.1,,0.1,0.1,-0.1,-0.1,-0.1,0.04,3,0.00,,0,0.0,24.3,0,3,0.00,,0,0.0,24.3,0,274,348,78.7,2,18,1,0,29,4648,1667,122,144,84.7,137,152,90.1,13,39,33.3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,217,947,452,4,3,0,1,0,240,9,240,9,217,947,452,4,3,0,1,0,400,29,145,232,27,1,400,DF,d746900e
130,Arnaud Ake,26,5,234,2.6,3,2,6,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,-0.1,-0.1,-0.2,0.14,1,0.00,,0,0.0,10.4,0,1,0.00,,0,0.0,10.4,0,35,51,68.6,4,1,1,0,3,485,44,19,22,86.4,11,18,61.1,2,3,66.7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,43,225,80,4,3,3,14,4,59,21,59,21,43,225,80,4,3,3,14,4,76,1,3,38,38,6,76,FW,3402bb17
131,Nathan Aké,29,18,1126,12.5,14,4,10,0,0,0,0,0,0,0,0.6,0.6,0.0,,0.3,0.6,-0.6,-0.6,0.0,0.11,6,0.00,0.00,1,16.7,9.0,0,6,0.00,0.00,1,16.7,9.0,0,746,790,94.4,2,57,1,0,66,12065,4019,364,373,97.6,352,362,97.2,26,42,61.9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,592,3152,1980,14,17,1,5,3,672,4,672,4,592,3152,1980,14,17,1,5,3,862,71,273,471,119,8,862,DF,eaeca114
132,Yunus Akgün,24,38,2769,30.8,33,5,0,12,10,22,12,0,0,0,2.4,2.4,1.2,3.6,1.3,3.6,+2.6,+2.6,+8.8,0.11,73,0.16,0.39,31,42.5,18.9,0,73,0.16,0.39,31,42.5,18.9,0,226,290,77.9,16,14,14,3,33,3183,826,140,168,83.3,71,89,79.8,10,16,62.5,33,29,0,3,1,0,0,5,4,0,1,0,0,0,237,1211,596,20,24,5,8,11,264,58,264,58,237,1211,596,20,24,5,8,11,371,7,50,145,182,28,371,DFFW,1453e3cf
133,Ilias Akhomach,20,12,612,6.8,7,5,1,1,0,1,1,0,0,0,0.6,0.6,1.0,,1.7,1.6,+0.4,+0.4,-1.0,0.03,17,0.06,0.17,6,35.3,23.3,0,17,0.06,0.17,6,35.3,23.3,0,136,185,73.5,9,5,8,2,12,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,29,17,0,5,1,6,0,1,0,0,0,0,1,0,200,1310,759,30,18,20,15,10,209,64,209,64,200,1310,759,30,18,20,15,10,293,8,44,89,163,29,293,MF,b8bd60fe
134,Sergio Akieme,26,37,3052,33.9,34,3,0,2,4,6,2,0,0,0,1.5,1.5,2.5,4.0,2.5,4.0,+0.5,+0.5,+1.5,0.06,29,0.07,0.25,8,27.6,20.1,1,29,0.07,0.25,8,27.6,20.1,1,929,1147,81.0,21,42,20,12,86,13641,4062,527,575,91.7,338,403,83.9,35,108,32.4,37,29,4,0,2,2,0,3,3,0,0,0,0,0,710,4339,2357,55,36,5,31,19,817,97,817,97,710,4339,2357,55,36,5,31,19,1436,100,524,548,377,34,1436,DF,06efa9dc
135,Takahiro Akimoto,26,25,2027,22.5,23,2,0,0,0,0,0,0,0,0,0.7,0.7,1.1,1.8,0.6,1.8,-0.7,-0.7,-1.1,0.05,15,0.00,0.00,2,13.3,12.8,0,15,0.00,0.00,2,13.3,12.8,0,797,989,80.6,19,44,8,3,58,13623,4690,328,371,88.4,394,481,81.9,49,91,53.8,33,28,3,0,1,0,1,0,0,0,0,0,0,0,723,4127,1925,22,16,4,24,7,657,48,657,48,723,4127,1925,22,16,4,24,7,1269,115,533,547,205,35,1269,DF,003d8899
136,Ebenezer Akinsanmiro,19,38,1744,19.4,17,21,1,1,1,2,1,0,0,0,1.6,1.6,2.7,,2.5,4.3,-0.6,-0.6,-1.7,0.07,23,0.04,0.14,7,30.4,20.6,0,23,0.04,0.14,7,30.4,20.6,0,444,584,76.0,28,58,21,2,97,7084,2419,231,283,81.6,169,208,81.3,28,50,56.0,79,60,1,5,4,7,2,2,2,0,0,0,0,0,471,3001,1626,44,31,13,41,41,528,81,528,81,471,3001,1626,44,31,13,41,41,825,16,114,409,325,49,825,MF,3ad34015
137,Babatunde Akinsola,21,32,1331,14.8,13,19,1,5,1,6,5,0,0,0,2.9,2.9,0.8,3.6,1.2,3.6,-0.9,-0.9,+0.2,0.10,28,0.07,0.33,6,21.4,18.2,0,28,0.07,0.33,6,21.4,18.2,0,209,309,67.6,11,19,11,2,33,3066,915,113,142,79.6,73,98,74.5,10,34,29.4,33,23,2,4,1,3,0,5,4,0,0,0,1,0,303,2284,1004,43,38,7,50,21,312,88,312,88,303,2284,1004,43,38,7,50,21,518,14,78,204,252,31,518,MFFW,733aab44
138,Maghnes Akliouche,22,43,3296,36.6,38,5,1,7,12,19,6,1,1,0,10.7,9.9,9.4,,9.2,19.3,-3.7,-3.9,+2.6,0.12,84,0.07,0.23,26,31.0,16.6,3,84,0.07,0.23,26,31.0,16.6,3,1286,1591,80.8,62,125,73,6,220,18546,5439,776,866,89.6,390,476,81.9,76,124,61.3,158,111,6,16,9,12,4,23,18,1,2,2,0,0,1259,8536,4908,164,129,57,99,61,1502,277,1502,277,1259,8536,4908,164,129,57,99,61,2059,29,188,869,1030,190,2058,MF,b625b241
139,Ali Akman,22,4,44,0.5,0,4,17,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.08,1,1.00,1.00,1,100.0,2.3,0,1,1.00,1.00,1,100.0,2.3,0,16,23,69.6,0,2,0,0,3,235,80,8,9,88.9,7,9,77.8,0,3,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,15,67,14,0,0,0,1,0,13,3,13,3,15,67,14,0,0,0,1,0,31,0,6,17,8,3,31,FWMF,d9a0abd6
140,Efe Akman,18,7,29,0.3,0,7,24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.00,0.00,1,100.0,,0,1,0.00,0.00,1,100.0,,0,7,7,100.0,0,1,0,0,2,151,14,3,3,100.0,2,2,100.0,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,9,0,1,0,1,1,5,0,5,0,6,22,9,0,1,0,1,1,12,2,2,8,2,0,12,MFDF,6b665cf6
141,Chadrac Akolo,29,37,1875,20.8,21,16,2,6,4,10,6,0,1,1,0.9,0.9,0.3,1.2,0.1,1.2,-0.9,-0.9,+3.7,0.10,63,0.10,0.18,34,54.0,16.8,1,63,0.10,0.18,34,54.0,16.8,1,53,70,75.7,4,6,4,0,7,763,182,32,43,74.4,16,19,84.2,3,3,100.0,6,3,0,1,2,0,0,0,0,0,0,0,0,0,54,210,58,0,0,2,6,6,72,19,72,19,54,210,58,0,0,2,6,6,101,0,4,44,54,15,101,FW,debc2f28
142,Paul Akouokou,26,5,124,1.4,2,3,11,0,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.0,0.2,-0.2,-0.2,0.0,0.09,2,0.00,0.00,2,100.0,17.1,0,2,0.00,0.00,2,100.0,17.1,0,75,84,89.3,0,1,0,0,3,1209,265,37,41,90.2,30,32,93.8,6,7,85.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67,184,50,0,1,0,1,0,74,0,74,0,67,184,50,0,1,0,1,0,105,10,39,54,12,1,105,MF,31f5b89b
143,Clément Akpa,22,32,2576,28.6,30,2,1,0,1,1,0,0,0,0,0.3,0.3,0.9,,0.9,1.2,-0.3,-0.3,+0.1,0.05,6,0.00,0.00,1,16.7,15.1,0,6,0.00,0.00,1,16.7,15.1,0,998,1209,82.5,8,74,10,5,74,19673,7381,366,407,89.9,495,549,90.2,123,215,57.2,22,15,3,0,0,2,2,4,2,0,0,0,2,0,895,4510,2340,27,20,1,9,4,929,24,929,24,895,4510,2340,27,20,1,9,4,1532,171,797,636,117,10,1532,DF,0abb5072
144,Jean-Daniel Akpa-Akpro,31,14,966,10.7,12,2,1,0,0,0,0,0,0,0,0.3,0.3,0.2,,0.2,0.6,-0.3,-0.3,-0.2,0.08,4,0.00,0.00,2,50.0,18.0,0,4,0.00,0.00,2,50.0,18.0,0,275,346,79.5,3,19,2,1,19,4054,1322,156,172,90.7,96,117,82.1,13,19,68.4,12,8,0,1,1,1,1,1,0,0,0,0,0,1,306,1832,818,21,15,2,24,2,290,22,290,22,306,1832,818,21,15,2,24,2,505,29,157,258,99,7,505,DFMF,fdf4b948
145,David Akpan Ankeye,22,13,249,2.8,1,12,14,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5,0.00,0.00,2,40.0,,0,5,0.00,0.00,2,40.0,,0,6,7,85.7,0,0,1,0,1,53,28,3,4,75.0,1,1,100.0,0,0,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6,54,8,0,1,0,0,2,10,3,10,3,6,54,8,0,1,0,0,2,9,1,2,3,4,0,9,FW,8c4b95af
